"Date","Gender","Type","Ranking","Player","Country","Age","Points","Tournaments"
2019-02-04,"men","singles","86","Ugo Humbert","FRA","20","646","30"
2019-02-04,"men","singles","87","Bradley Klahn","USA","28","638","23"
2019-02-04,"men","singles","88","Laslo Djere","SRB","23","627","25"
2019-02-04,"men","singles","89","Jozef Kovalik","SVK","26","624","16"
2019-02-04,"men","singles","90","Radu Albot","MDA","29","620","33"
2019-02-04,"men","singles","91","Mackenzie McDonald","USA","23","617","25"
2019-02-04,"men","singles","92","Pablo Cuevas","URU","33","616","23"
2019-02-04,"men","singles","93","Ryan Harrison","USA","26","615","22"
2019-02-04,"men","singles","94","Vasek Pospisil","CAN","28","611","25"
2019-02-04,"men","singles","95","Cristian Garin","CHI","22","610","23"
2019-02-04,"men","singles","96","Evgeny Donskoy","RUS","28","599","25"
2019-02-04,"men","singles","97","Jiri Vesely","CZE","25","598","24"
2019-02-04,"men","singles","98","Reilly Opelka","USA","21","593","18"
2019-02-04,"men","singles","99","Mirza Basic","BIH","27","589","26"
2019-02-04,"men","singles","100","Lloyd Harris","RSA","21","577","26"
2019-02-11,"men","singles","1","Novak Djokovic","SRB","31","10,955","18"
2019-02-11,"men","singles","2","Rafael Nadal","ESP","32","8,320","13"
2019-02-11,"men","singles","3","Alexander Zverev","GER","21","6,475","21"
2019-02-11,"men","singles","4","Juan Martin del Potro","ARG","30","5,060","17"
2019-02-11,"men","singles","5","Kevin Anderson","RSA","32","4,845","20"
2019-02-11,"men","singles","6","Roger Federer","SUI","37","4,600","17"
2019-02-11,"men","singles","7","Kei Nishikori","JPN","29","4,100","23"
2019-02-11,"men","singles","8","Dominic Thiem","AUT","25","3,960","25"
2019-02-11,"men","singles","9","John Isner","USA","33","3,155","23"
2019-02-11,"men","singles","10","Marin Cilic","CRO","30","3,140","18"
2019-02-11,"men","singles","11","Karen Khachanov","RUS","22","2,880","25"
2019-02-11,"men","singles","12","Stefanos Tsitsipas","GRE","20","2,805","28"
2019-02-11,"men","singles","13","Borna Coric","CRO","22","2,605","19"
2019-02-11,"men","singles","14","Milos Raonic","CAN","28","2,250","20"
2019-02-11,"men","singles","15","Fabio Fognini","ITA","31","2,225","26"
2019-02-11,"men","singles","16","Daniil Medvedev","RUS","23","2,160","26"
2019-02-11,"men","singles","17","Roberto Bautista Agut","ESP","30","1,955","24"
2019-02-11,"men","singles","18","Marco Cecchinato","ITA","26","1,870","31"
2019-02-11,"men","singles","19","Diego Schwartzman","ARG","26","1,835","26"
2019-02-11,"men","singles","20","Nikoloz Basilashvili","GEO","26","1,820","30"
2019-02-11,"men","singles","21","David Goffin","BEL","28","1,740","21"
2019-02-11,"men","singles","22","Lucas Pouille","FRA","24","1,715","24"
2019-02-11,"men","singles","23","Pablo Carreno Busta","ESP","27","1,705","22"
2019-02-11,"men","singles","24","Grigor Dimitrov","BUL","27","1,610","20"
2019-02-11,"men","singles","25","Denis Shapovalov","CAN","19","1,485","27"
2019-02-11,"men","singles","26","Fernando Verdasco","ESP","35","1,455","28"
2019-02-11,"men","singles","27","Alex de Minaur","AUS","19","1,443","26"
2019-02-11,"men","singles","28","Kyle Edmund","GBR","24","1,440","23"
2019-02-11,"men","singles","29","Frances Tiafoe","USA","21","1,430","23"
2019-02-11,"men","singles","30","Richard Gasquet","FRA","32","1,340","23"
2019-02-11,"men","singles","31","Gilles Simon","FRA","34","1,280","28"
2019-02-11,"men","singles","32","Philipp Kohlschreiber","GER","35","1,250","24"
2019-02-11,"men","singles","33","Gael Monfils","FRA","32","1,240","23"
2019-02-11,"men","singles","34","Steve Johnson","USA","29","1,190","24"
2019-02-11,"men","singles","35","Jeremy Chardy","FRA","31","1,180","27"
2019-02-11,"men","singles","36","Pierre-Hugues Herbert","FRA","27","1,113","25"
2019-02-11,"men","singles","37","John Millman","AUS","29","1,088","22"
2019-02-11,"men","singles","38","Marton Fucsovics","HUN","27","1,080","27"
2019-02-11,"men","singles","39","Martin Klizan","SVK","29","1,079","21"
2019-02-11,"men","singles","40","Andreas Seppi","ITA","34","1,060","24"
2019-02-11,"men","singles","41","Joao Sousa","POR","29","1,042","28"
2019-02-11,"men","singles","42","Taylor Fritz","USA","21","1,036","26"
2019-02-11,"men","singles","43","Dusan Lajovic","SRB","28","1,010","27"
2019-02-11,"men","singles","44","Malek Jaziri","TUN","35","1,007","30"
2019-02-11,"men","singles","45","Matthew Ebden","AUS","31","1,001","28"
2019-02-11,"men","singles","46","Matteo Berrettini","ITA","22","974","26"
2019-02-11,"men","singles","47","Nicolas Jarry","CHI","23","970","21"
2019-02-11,"men","singles","48","Adrian Mannarino","FRA","30","965","31"
2019-02-11,"men","singles","49","Sam Querrey","USA","31","940","23"
2019-02-11,"men","singles","50","Guido Pella","ARG","28","930","27"
2019-02-11,"men","singles","51","Leonardo Mayer","ARG","31","920","26"
2019-02-11,"men","singles","52","Hyeon Chung","KOR","22","910","23"
2019-02-11,"men","singles","53","Mikhail Kukushkin","KAZ","31","910","23"
2019-02-11,"men","singles","54","Jan-Lennard Struff","GER","28","910","26"
2019-02-11,"men","singles","55","Robin Haase","NED","31","905","28"
2019-02-11,"men","singles","56","Damir Dzumhur","BIH","26","905","29"
2019-02-11,"men","singles","57","Aljaz Bedene","SLO","29","805","21"
2019-02-11,"men","singles","58","Benoit Paire","FRA","29","795","30"
2019-02-11,"men","singles","59","Tomas Berdych","CZE","33","775","17"
2019-02-11,"men","singles","60","Jordan Thompson","AUS","24","775","30"
2019-02-11,"men","singles","61","Peter Gojowczyk","GER","29","770","25"
2019-02-11,"men","singles","62","Feliciano Lopez","ESP","37","770","19"
2019-02-11,"men","singles","63","Denis Kudla","USA","26","770","27"
2019-02-11,"men","singles","64","Federico Delbonis","ARG","28","766","25"
2019-02-11,"men","singles","65","Cameron Norrie","GBR","23","762","22"
2019-02-11,"men","singles","66","Nick Kyrgios","AUS","23","750","21"
2019-02-11,"men","singles","67","Mischa Zverev","GER","31","746","28"
2019-02-11,"men","singles","68","Stan Wawrinka","SUI","33","740","18"
2019-02-11,"men","singles","69","Juan Ignacio Londero","ARG","25","739","24"
2019-02-11,"men","singles","70","Filip Krajinovic","SRB","26","735","21"
2019-02-11,"men","singles","71","Yoshihito Nishioka","JPN","23","729","22"
2019-02-11,"men","singles","72","Marius Copil","ROU","28","728","24"
2019-02-11,"men","singles","73","Taro Daniel","JPN","26","726","25"
2019-02-11,"men","singles","74","Guido Andreozzi","ARG","27","711","28"
2019-02-11,"men","singles","75","Hubert Hurkacz","POL","21","710","25"
2019-02-11,"men","singles","76","Tennys Sandgren","USA","27","708","23"
2019-02-11,"men","singles","77","Jaume Munar","ESP","21","707","28"
2019-02-11,"men","singles","78","Pablo Cuevas","URU","33","706","24"
2019-02-11,"men","singles","79","Radu Albot","MDA","29","705","33"
2019-02-11,"men","singles","80","Ilya Ivashka","BLR","24","694","22"
2019-02-11,"men","singles","81","Ivo Karlovic","CRO","39","674","24"
2019-02-11,"men","singles","82","Mackenzie McDonald","USA","23","673","25"
2019-02-11,"men","singles","83","Pablo Andujar","ESP","33","668","22"
2019-02-11,"men","singles","84","Ernests Gulbis","LAT","30","667","15"
2019-02-11,"men","singles","85","Maximilian Marterer","GER","23","654","27"
2019-02-11,"men","singles","86","Thomas Fabbiano","ITA","29","653","26"
2019-02-11,"men","singles","87","Bernard Tomic","AUS","26","649","13"
2019-02-11,"men","singles","88","Ugo Humbert","FRA","20","646","31"
2019-02-11,"men","singles","89","Reilly Opelka","USA","21","633","19"
2019-02-11,"men","singles","90","Bradley Klahn","USA","28","627","22"
2019-02-11,"men","singles","91","Laslo Djere","SRB","23","627","25"
2019-02-11,"men","singles","92","Ryan Harrison","USA","26","615","23"
2019-02-11,"men","singles","93","Cristian Garin","CHI","22","610","22"
2019-02-11,"men","singles","94","Evgeny Donskoy","RUS","28","599","25"
2019-02-11,"men","singles","95","Jiri Vesely","CZE","25","598","24"
2019-02-11,"men","singles","96","Albert Ramos-Vinolas","ESP","31","580","29"
2019-02-11,"men","singles","97","Prajnesh Gunneswaran","IND","29","579","23"
2019-02-11,"men","singles","98","Lloyd Harris","RSA","21","577","26"
2019-02-11,"men","singles","99","Andrey Rublev","RUS","21","562","24"
2019-02-11,"men","singles","100","Pedro Sousa","POR","30","560","29"
2019-02-18,"men","singles","1","Novak Djokovic","SRB","31","10,955","18"
2019-02-18,"men","singles","2","Rafael Nadal","ESP","32","8,320","13"
2019-02-18,"men","singles","3","Alexander Zverev","GER","21","6,475","20"
2019-02-18,"men","singles","4","Juan Martin del Potro","ARG","30","5,060","17"
2019-02-18,"men","singles","5","Kevin Anderson","RSA","32","4,595","19"
2019-02-18,"men","singles","6","Kei Nishikori","JPN","29","4,190","23"
2019-02-18,"men","singles","7","Roger Federer","SUI","37","4,100","16"
2019-02-18,"men","singles","8","Dominic Thiem","AUT","25","3,800","25"
2019-02-18,"men","singles","9","John Isner","USA","33","3,225","23"
2019-02-18,"men","singles","10","Marin Cilic","CRO","30","3,140","18"
2019-02-18,"men","singles","11","Karen Khachanov","RUS","22","2,880","25"
2019-02-18,"men","singles","12","Stefanos Tsitsipas","GRE","20","2,805","29"
2019-02-18,"men","singles","13","Borna Coric","CRO","22","2,605","19"
2019-02-18,"men","singles","14","Milos Raonic","CAN","28","2,275","21"
2019-02-18,"men","singles","15","Daniil Medvedev","RUS","23","2,230","26"
2019-02-18,"men","singles","16","Fabio Fognini","ITA","31","2,225","26"
2019-02-18,"men","singles","17","Marco Cecchinato","ITA","26","2,091","31"
2019-02-18,"men","singles","18","Roberto Bautista Agut","ESP","30","1,955","24"
2019-02-18,"men","singles","19","Diego Schwartzman","ARG","26","1,940","26"
2019-02-18,"men","singles","20","Nikoloz Basilashvili","GEO","26","1,820","30"
2019-02-18,"men","singles","21","Lucas Pouille","FRA","24","1,715","23"
2019-02-18,"men","singles","22","Pablo Carreno Busta","ESP","27","1,705","21"
2019-02-18,"men","singles","23","Gael Monfils","FRA","32","1,650","23"
2019-02-18,"men","singles","24","David Goffin","BEL","28","1,560","21"
2019-02-18,"men","singles","25","Denis Shapovalov","CAN","19","1,530","28"
2019-02-18,"men","singles","26","Fernando Verdasco","ESP","35","1,455","28"
2019-02-18,"men","singles","27","Alex de Minaur","AUS","20","1,443","26"
2019-02-18,"men","singles","28","Kyle Edmund","GBR","24","1,440","23"
2019-02-18,"men","singles","29","Frances Tiafoe","USA","21","1,405","23"
2019-02-18,"men","singles","30","Richard Gasquet","FRA","32","1,340","22"
2019-02-18,"men","singles","31","Grigor Dimitrov","BUL","27","1,310","19"
2019-02-18,"men","singles","32","Gilles Simon","FRA","34","1,280","28"
2019-02-18,"men","singles","33","Philipp Kohlschreiber","GER","35","1,205","24"
2019-02-18,"men","singles","34","Steve Johnson","USA","29","1,190","24"
2019-02-18,"men","singles","35","Jeremy Chardy","FRA","32","1,180","27"
2019-02-18,"men","singles","36","Marton Fucsovics","HUN","27","1,150","28"
2019-02-18,"men","singles","37","John Millman","AUS","29","1,088","23"
2019-02-18,"men","singles","38","Pierre-Hugues Herbert","FRA","27","1,068","25"
2019-02-18,"men","singles","39","Martin Klizan","SVK","29","1,066","21"
2019-02-18,"men","singles","40","Joao Sousa","POR","29","1,062","28"
2019-02-18,"men","singles","41","Stan Wawrinka","SUI","33","1,040","18"
2019-02-18,"men","singles","42","Taylor Fritz","USA","21","1,036","26"
2019-02-18,"men","singles","43","Dusan Lajovic","SRB","28","1,010","27"
2019-02-18,"men","singles","44","Malek Jaziri","TUN","35","1,007","30"
2019-02-18,"men","singles","45","Matthew Ebden","AUS","31","1,001","28"
2019-02-18,"men","singles","46","Guido Pella","ARG","28","975","27"
2019-02-18,"men","singles","47","Nicolas Jarry","CHI","23","970","22"
2019-02-18,"men","singles","48","Matteo Berrettini","ITA","22","965","25"
2019-02-18,"men","singles","49","Damir Dzumhur","BIH","26","950","29"
2019-02-18,"men","singles","50","Mikhail Kukushkin","KAZ","31","945","24"
2019-02-18,"men","singles","51","Adrian Mannarino","FRA","30","920","31"
2019-02-18,"men","singles","52","Andreas Seppi","ITA","34","915","24"
2019-02-18,"men","singles","53","Hyeon Chung","KOR","22","910","24"
2019-02-18,"men","singles","54","Jan-Lennard Struff","GER","28","910","25"
2019-02-18,"men","singles","55","Leonardo Mayer","ARG","31","895","26"
2019-02-18,"men","singles","56","Reilly Opelka","USA","21","883","20"
2019-02-18,"men","singles","57","Sam Querrey","USA","31","880","23"
2019-02-18,"men","singles","58","Robin Haase","NED","31","825","28"
2019-02-18,"men","singles","59","Benoit Paire","FRA","29","795","31"
2019-02-18,"men","singles","60","Peter Gojowczyk","GER","29","770","25"
2019-02-18,"men","singles","61","Denis Kudla","USA","26","770","27"
2019-02-18,"men","singles","62","Cameron Norrie","GBR","23","762","23"
2019-02-18,"men","singles","63","Pablo Cuevas","URU","33","751","24"
2019-02-18,"men","singles","64","Nick Kyrgios","AUS","23","750","21"
2019-02-18,"men","singles","65","Mischa Zverev","GER","31","746","27"
2019-02-18,"men","singles","66","Jaume Munar","ESP","21","746","28"
2019-02-18,"men","singles","67","Feliciano Lopez","ESP","37","745","18"
2019-02-18,"men","singles","68","Jordan Thompson","AUS","24","740","30"
2019-02-18,"men","singles","69","Juan Ignacio Londero","ARG","25","739","25"
2019-02-18,"men","singles","70","Marius Copil","ROU","28","738","24"
2019-02-18,"men","singles","71","Tomas Berdych","CZE","33","730","17"
2019-02-18,"men","singles","72","Yoshihito Nishioka","JPN","23","729","22"
2019-02-18,"men","singles","73","Taro Daniel","JPN","26","726","26"
2019-02-18,"men","singles","74","Ernests Gulbis","LAT","30","722","16"
2019-02-18,"men","singles","75","Ugo Humbert","FRA","20","719","31"
2019-02-18,"men","singles","76","Guido Andreozzi","ARG","27","711","29"
2019-02-18,"men","singles","77","Filip Krajinovic","SRB","26","710","20"
2019-02-18,"men","singles","78","Hubert Hurkacz","POL","22","710","25"
2019-02-18,"men","singles","79","Tennys Sandgren","USA","27","708","24"
2019-02-18,"men","singles","80","Federico Delbonis","ARG","28","696","25"
2019-02-18,"men","singles","81","Ilya Ivashka","BLR","24","694","22"
2019-02-18,"men","singles","82","Radu Albot","MDA","29","680","33"
2019-02-18,"men","singles","83","Aljaz Bedene","SLO","29","675","21"
2019-02-18,"men","singles","84","Mackenzie McDonald","USA","23","673","25"
2019-02-18,"men","singles","85","Bernard Tomic","AUS","26","669","14"
2019-02-18,"men","singles","86","Pablo Andujar","ESP","33","668","22"
2019-02-18,"men","singles","87","Thomas Fabbiano","ITA","29","665","27"
2019-02-18,"men","singles","88","Ivo Karlovic","CRO","39","629","24"
2019-02-18,"men","singles","89","Bradley Klahn","USA","28","627","22"
2019-02-18,"men","singles","90","Laslo Djere","SRB","23","627","25"
2019-02-18,"men","singles","91","Cristian Garin","CHI","22","623","23"
2019-02-18,"men","singles","92","Ryan Harrison","USA","26","615","23"
2019-02-18,"men","singles","93","Albert Ramos-Vinolas","ESP","31","605","29"
2019-02-18,"men","singles","94","Jiri Vesely","CZE","25","598","23"
2019-02-18,"men","singles","95","Maximilian Marterer","GER","23","594","27"
2019-02-18,"men","singles","96","Evgeny Donskoy","RUS","28","594","24"
2019-02-18,"men","singles","97","Prajnesh Gunneswaran","IND","29","579","23"
2019-02-18,"men","singles","98","Lloyd Harris","RSA","21","577","27"
2019-02-18,"men","singles","99","Pedro Sousa","POR","30","560","29"
2019-02-18,"men","singles","100","Vasek Pospisil","CAN","28","547","24"
2019-02-25,"men","singles","1","Novak Djokovic","SRB","31","10,955","18"
2019-02-25,"men","singles","2","Rafael Nadal","ESP","32","8,320","13"
2019-02-25,"men","singles","3","Alexander Zverev","GER","21","6,475","20"
2019-02-25,"men","singles","4","Juan Martin del Potro","ARG","30","5,085","17"
2019-02-25,"men","singles","5","Kevin Anderson","RSA","32","4,595","19"
2019-02-25,"men","singles","6","Kei Nishikori","JPN","29","4,190","23"
2019-02-25,"men","singles","7","Roger Federer","SUI","37","4,100","16"
2019-02-25,"men","singles","8","Dominic Thiem","AUT","25","3,800","25"
2019-02-25,"men","singles","9","John Isner","USA","33","3,270","23"
2019-02-25,"men","singles","10","Marin Cilic","CRO","30","3,095","17"
2019-02-25,"men","singles","11","Stefanos Tsitsipas","GRE","20","2,965","29"
2019-02-25,"men","singles","12","Karen Khachanov","RUS","22","2,675","24"
2019-02-25,"men","singles","13","Borna Coric","CRO","22","2,605","20"
2019-02-25,"men","singles","14","Milos Raonic","CAN","28","2,275","20"
2019-02-25,"men","singles","15","Daniil Medvedev","RUS","23","2,230","26"
2019-02-25,"men","singles","16","Marco Cecchinato","ITA","26","2,091","31"
2019-02-25,"men","singles","17","Fabio Fognini","ITA","31","2,090","26"
2019-02-25,"men","singles","18","Roberto Bautista Agut","ESP","30","1,955","23"
2019-02-25,"men","singles","19","Nikoloz Basilashvili","GEO","27","1,820","29"
2019-02-25,"men","singles","20","Pablo Carreno Busta","ESP","27","1,705","20"
2019-02-25,"men","singles","21","David Goffin","BEL","28","1,650","22"
2019-02-25,"men","singles","22","Lucas Pouille","FRA","25","1,565","22"
2019-02-25,"men","singles","23","Gael Monfils","FRA","32","1,560","22"
2019-02-25,"men","singles","24","Denis Shapovalov","CAN","19","1,485","28"
2019-02-25,"men","singles","25","Diego Schwartzman","ARG","26","1,485","26"
